Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
77;28623;"Combustion and Flame";journal;"00102180, 15562921";1,656;Q1;212;516;1594;27527;10026;1589;6,13;53,35;22,93;0;91;United States;Northern America;"Elsevier Inc.";"1957-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy"
78;21100780794;"Engineering";journal;"20958099";1,646;Q1;88;268;616;15940;5851;494;8,28;59,48;34,02;0;118;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2023";"Chemical Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Engineering (miscellaneous) (Q1); Environmental Engineering (Q1); Materials Science (miscellaneous) (Q1)";"Chemical Engineering; Computer Science; Energy; Engineering; Environmental Science; Materials Science"
79;21101065048;"Global Transitions";journal;"25897918";1,635;Q1;22;26;47;1235;430;42;4,30;47,50;42,57;0;18;China;Asiatic Region;"KeAi Communications Co.";"2019-2023";"Development (Q1); Health (social science) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Social Sciences"
80;21101107945;"Sustainable Operations and Computers";journal;"26664127";1,628;Q1;18;19;59;1216;839;59;13,93;64,00;27,27;0;14;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Computer Science Applications (Q1); Global and Planetary Change (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Computer Science; Decision Sciences; Energy; Engineering; Environmental Science"
81;21101059747;"IEEE Open Access Journal of Power and Energy";journal;"26877910";1,610;Q1;24;62;158;2009;714;153;3,56;32,40;22,07;0;25;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2020-2023";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)";"Energy; Engineering"
82;21100400826;"Journal of Energy Storage";journal;"2352152X";1,595;Q1;105;3161;4523;194045;45142;4518;9,64;61,39;28,12;6;1889;Netherlands;Western Europe;"Elsevier B.V.";"2015-2023";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering"
83;27524;"International Journal of Coal Geology";journal;"01665162";1,587;Q1;171;129;412;11521;2559;411;5,97;89,31;29,32;0;53;Netherlands;Western Europe;"Elsevier B.V.";"1980-2023";"Economic Geology (Q1); Fuel Technology (Q1); Geology (Q1); Stratigraphy (Q1)";"Earth and Planetary Sciences; Energy"
84;21101150408;"Unconventional Resources";journal;"26665190";1,587;Q1;9;29;23;1055;168;23;7,30;36,38;27,91;0;6;China;Asiatic Region;"KeAi Communications Co.";"2021-2024";"Energy (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Energy; Environmental Science"
85;21100239262;"Sustainable Energy Technologies and Assessments";journal;"22131388";1,566;Q1;77;628;2073;36276;17149;2072;8,23;57,76;24,20;2;524;United Kingdom;Western Europe;"Elsevier Ltd";"2013-2023";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
86;21101021745;"Advances in Geo-Energy Research";journal;"22079963, 2208598X";1,565;Q1;37;83;140;3434;1116;127;8,08;41,37;26,55;0;30;Hong Kong;Asiatic Region;"Yandy Scientific Press";"2017-2023";"Energy Engineering and Power Technology (Q1); Geotechnical Engineering and Engineering Geology (Q1); Mechanics of Materials (Q1)";"Earth and Planetary Sciences; Energy; Engineering"
87;21101074923;"Smart Energy";journal;"26669552";1,555;Q1;16;32;74;1930;470;72;6,35;60,31;21,54;1;26;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2023";"Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering; Environmental Science"
88;26991;"International Journal of Hydrogen Energy";journal;"03603199";1,513;Q1;263;2934;9374;182599;70908;9276;7,57;62,24;31,04;12;2170;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2023";"Condensed Matter Physics (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Physics and Astronomy"
89;13688;"Applied Thermal Engineering";journal;"13594311";1,488;Q1;206;1949;4138;95009;29287;4129;6,95;48,75;26,67;0;850;United Kingdom;Western Europe;"Elsevier Ltd";"1996-2024";"Energy Engineering and Power Technology (Q1); Fluid Flow and Transfer Processes (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1)";"Chemical Engineering; Energy; Engineering"
90;21100896269;"Energy Conversion and Management: X";journal;"25901745";1,474;Q1;31;166;297;9317;2305;296;7,63;56,13;18,17;0;147;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2023";"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Nuclear Energy and Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
91;21100904205;"ACS Applied Energy Materials";journal;"25740962";1,467;Q1;87;1242;4451;65549;26689;4442;5,43;52,78;31,31;0;832;United States;Northern America;"American Chemical Society";"2018-2023";"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1)";"Chemical Engineering; Chemistry; Energy; Engineering; Materials Science"
92;21101055725;"Energy and Built Environment";journal;"26661233";1,464;Q1;27;95;121;5956;1034;121;7,84;62,69;28,53;2;54;China;Asiatic Region;"KeAi Communications Co.";"2020-2024";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Transportation (Q1)";"Energy; Engineering; Social Sciences"
93;16313;"Fuel";journal;"00162361, 18737153";1,451;Q1;256;3445;8550;198398;65664;8536;7,52;57,59;30,12;3;1689;Netherlands;Western Europe;"Elsevier B.V.";"1922, 1970-2024";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)";"Chemical Engineering; Chemistry; Energy"
94;16315;"Fuel Processing Technology";journal;"03783820";1,450;Q1;178;357;989;22572;7987;985;8,13;63,23;31,98;0;190;Netherlands;Western Europe;"Elsevier B.V.";"1977-2024";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)";"Chemical Engineering; Energy"
95;21100920651;"Advanced Sustainable Systems";journal;"23667486";1,449;Q1;50;195;419;13681;2858;414;6,28;70,16;33,77;0;128;United States;Northern America;"John Wiley &amp; Sons Inc.";"2017-2023";"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Environmental Science"
96;21101023387;"Batteries and Supercaps";journal;"25666223";1,438;Q1;37;230;496;14601;2621;470;5,07;63,48;30,46;0;143;Germany;Western Europe;"Wiley-VCH Verlag";"2018-2023";"Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1)";"Chemistry; Energy; Engineering"
97;27965;"Geophysics";journal;"00168033, 19422156";1,438;Q1;212;368;1256;18366;4239;1248;2,93;49,91;25,43;0;39;United States;Northern America;"Society of Exploration Geophysicists";"1936-2023";"Energy (miscellaneous) (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1)";"Earth and Planetary Sciences; Energy"
98;21100216308;"GCB Bioenergy";journal;"17571693, 17571707";1,414;Q1;81;95;286;6355;1768;274;6,58;66,89;39,79;1;75;Germany;Western Europe;"Wiley-VCH Verlag";"2009-2023";"Agronomy and Crop Science (Q1); Forestry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)";"Agricultural and Biological Sciences; Energy; Environmental Science"
99;20500195210;"Current Opinion in Chemical Engineering";journal;"22113398";1,392;Q1;70;75;251;3821;1936;232;8,05;50,95;24,90;0;40;Netherlands;Western Europe;"Elsevier B.V.";"2011-2023";"Energy (miscellaneous) (Q1)";"Energy"
100;21101145679;"Energy and Climate Change";journal;"26662787";1,390;Q1;17;30;84;1801;493;82;6,73;60,03;33,96;1;27;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2023";"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Environmental Science"
101;13332;"Solar Energy Materials and Solar Cells";journal;"09270248";1,384;Q1;217;440;1432;21734;9883;1425;6,81;49,40;29,14;1;335;Netherlands;Western Europe;"Elsevier B.V.";"1970, 1992-2023";"Electronic, Optical and Magnetic Materials (Q1); Renewable Energy, Sustainability and the Environment (Q1); Surfaces, Coatings and Films (Q1)";"Energy; Materials Science"
102;21100239615;"Wiley Interdisciplinary Reviews: Energy and Environment";journal;"20418396, 2041840X";1,381;Q1;51;35;79;4125;575;76;6,55;117,86;34,48;0;32;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2012-2023";"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Environmental Science"
103;21101144887;"Energy Research Letters";journal;"26526433";1,341;Q1;18;24;72;437;566;72;3,69;18,21;17,65;2;15;Australia;Pacific Region;"Asia-Pacific Applied Economics Association";"2020-2023";"Energy (miscellaneous) (Q1)";"Energy"
104;21101144434;"Energy Nexus";journal;"27724271";1,335;Q1;23;92;145;6666;1328;143;9,16;72,46;30,69;1;76;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2023";"Energy (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Energy; Environmental Science"
105;19500157074;"Building Simulation";journal;"19968744, 19963599";1,326;Q1;49;143;355;7400;2255;347;6,43;51,75;33,21;0;82;China;Asiatic Region;"Tsinghua University";"2008-2023";"Building and Construction (Q1); Energy (miscellaneous) (Q1)";"Energy; Engineering"
106;26542;"Fuel Cells Bulletin";journal;"14642859";1,314;Q1;25;0;5;0;52;5;4,33;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"1998-2021";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Energy"
107;13333;"Solar Energy";journal;"0038092X";1,311;Q1;224;773;2902;40790;21161;2892;6,47;52,77;24,30;2;672;United Kingdom;Western Europe;"Elsevier Ltd";"1957-2023";"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
108;110486;"Journal of Wind Engineering and Industrial Aerodynamics";journal;"01676105";1,305;Q1;135;268;899;12966;4828;890;4,81;48,38;24,79;0;68;Netherlands;Western Europe;"Elsevier B.V.";"1975, 1977-2023";"Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering"
109;21101079225;"Cleaner Environmental Systems";journal;"26667894";1,289;Q1;16;52;96;3166;682;96;7,08;60,88;35,98;0;51;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2023";"Environmental Engineering (Q1); Environmental Science (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Environmental Science"
110;21100931381;"High Voltage";journal;"23977264";1,284;Q1;39;139;301;5287;1765;293;5,56;38,04;28,23;0;23;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2016-2023";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)";"Energy; Engineering"
111;21100923896;"Wind Energy Science";journal;"23667451, 23667443";1,283;Q1;36;99;319;4660;1241;318;3,79;47,07;18,09;0;98;Germany;Western Europe;"Copernicus GmbH";"2016-2023";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
112;21101112765;"Renewable and Sustainable Energy Transition";journal;"2667095X";1,279;Q1;9;25;38;1673;207;38;5,45;66,92;30,30;1;23;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2023";"Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
113;30787;"AAPG Bulletin";journal;"01491423";1,252;Q1;158;82;295;6439;965;290;3,01;78,52;23,56;0;16;United States;Northern America;"American Association of Petroleum Geologists";"1968-2023";"Earth and Planetary Sciences (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Geochemistry and Petrology (Q1); Geology (Q1)";"Earth and Planetary Sciences; Energy"
114;21101126907;"Carbon Neutrality";journal;"27313948, 27888614";1,250;Q1;8;35;39;3010;254;36;6,51;86,00;33,72;0;31;China;Asiatic Region;"Springer Singapore";"2022-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Energy (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Energy; Environmental Science"
115;21100943537;"Materials Today Sustainability";journal;"25892347";1,244;Q1;28;344;229;30017;1761;229;7,21;87,26;35,55;0;204;United Kingdom;Western Europe;"Elsevier Ltd";"2018-2023";"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
116;21101046659;"Materials Science for Energy Technologies";journal;"25892991";1,235;Q1;44;58;190;3489;1730;189;6,77;60,16;39,21;0;30;China;Asiatic Region;"KeAi Communications Co.";"2018-2024";"Chemical Engineering (miscellaneous) (Q1); Fuel Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemical Engineering; Energy; Materials Science"
117;21100371258;"Sustainable Energy, Grids and Networks";journal;"23524677";1,232;Q1;47;261;440;11860;2626;440;5,97;45,44;19,89;0;168;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2023";"Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Engineering"
118;19400158456;"International Journal of Sustainable Transportation";journal;"15568334, 15568318";1,222;Q2;59;98;223;6417;1185;223;4,70;65,48;32,50;8;79;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2023";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Engineering (Q1); Geography, Planning and Development (Q1); Transportation (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Engineering; Environmental Science; Social Sciences"
119;21100873858;"Sustainable Energy and Fuels";journal;"23984902";1,213;Q1;75;419;1576;26405;8621;1572;4,99;63,02;31,66;0;307;United Kingdom;Western Europe;"Royal Society of Chemistry";"2017-2023";"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy"
120;17600155126;"Energy for Sustainable Development";journal;"23524669, 09730826";1,208;Q2;83;182;383;10596;2178;383;5,23;58,22;28,71;0;176;Netherlands;Western Europe;"Elsevier B.V.";"1994-1997, 2000-2023";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Environmental Science; Social Sciences"
121;6200180161;"International Journal of Greenhouse Gas Control";journal;"17505836";1,208;Q1;140;145;670;8122;3375;663;5,06;56,01;24,29;0;135;Netherlands;Western Europe;"Elsevier";"2007-2023";"Energy (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Pollution (Q1)";"Energy; Engineering; Environmental Science"
122;21100900275;"Horticultural Plant Journal";journal;"20959885, 24680141";1,201;Q2;32;95;173;6373;1137;173;6,76;67,08;41,73;0;6;China;Asiatic Region;"KeAi Communications Co.";"2017-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science"
123;21100227406;"Sustainability Accounting, Management and Policy Journal";journal;"20408021, 2040803X";1,197;Q2;48;64;162;5918;1173;157;6,25;92,47;50,00;0;59;United Kingdom;Western Europe;"Emarald Group Publishing Ltd";"2010-2023";"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Business, Management and Accounting; Energy"
